season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Jalen Milroe,ATH,,position_award,Campbell,Campbell,winner,1,wikipedia,https://en.wikipedia.org/wiki/William_V._Campbell_Trophy
