season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Donovan Ezeiruaku,DE,Boston College,position_award,Hendricks,Hendricks,winner,1,wikipedia,https://en.wikipedia.org/wiki/Ted_Hendricks_Award
