season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Travis Hunter,WR,Colorado,position_award,Biletnikoff,Biletnikoff,winner,1,wikipedia,https://en.wikipedia.org/wiki/Biletnikoff_Award
