season_year,player_name,position,team_name,honor_scope,honor_name,selector,placement,source_name,source_url
2025,Fernando Mendoza,QB,,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (The Athletic),The Athletic,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (ESPN),ESPN,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (PFF),PFF,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (SI),SI,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Fernando Mendoza,QB,,all_america,All-America (USA Today),USA Today,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Diego Pavia,QB,,all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Diego Pavia,QB,,all_america,All-America (CBS),CBS,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Jeremiyah Love,RB,,all_america,All-America (AFCA),AFCA,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Jeremiyah Love,RB,,all_america,All-America (AP),AP,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Jeremiyah Love,RB,,all_america,All-America (FWAA),FWAA,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Jeremiyah Love,RB,,all_america,All-America (SN),SN,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
2025,Jeremiyah Love,RB,,all_america,All-America (WCFF),WCFF,1,wikipedia,https://en.wikipedia.org/wiki/2025_All-America_college_football_team
