season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Jeremiyah Love,RB,Notre Dame,position_award,Doak Walker,Doak Walker,winner,1,wikipedia,https://en.wikipedia.org/wiki/Doak_Walker_Award
