season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Eli Stowers,TE,Vanderbilt,position_award,Mackey,Mackey,winner,1,wikipedia,https://en.wikipedia.org/wiki/John_Mackey_Award
