season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Kelvin Banks Jr.,OT,Texas,position_award,Outland,Outland,winner,1,wikipedia,https://en.wikipedia.org/wiki/Outland_Trophy
