season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Diego Pavia,QB,Vanderbilt,position_award,Unitas Golden Arm,Unitas Golden Arm,winner,1,wikipedia,https://en.wikipedia.org/wiki/Johnny_Unitas_Golden_Arm_Award
