season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Travis Hunter,ATH,Colorado,position_award,Walter Camp,Walter Camp,winner,1,wikipedia,https://en.wikipedia.org/wiki/Walter_Camp_Award
