season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Seth McLaughlin,C,Ohio State,position_award,Rimington,Rimington,winner,1,wikipedia,https://en.wikipedia.org/wiki/Rimington_Trophy
