season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Caleb Downs,DB,Ohio State,position_award,Thorpe,Thorpe,winner,1,wikipedia,https://en.wikipedia.org/wiki/Jim_Thorpe_Award
