season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Tate Sandell,K,Oklahoma,position_award,Lou Groza,Lou Groza,winner,1,wikipedia,https://en.wikipedia.org/wiki/Lou_Groza_Award
