season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Drew Mestemaker,QB,North Texas,position_award,Burlsworth,Burlsworth,winner,1,wikipedia,https://en.wikipedia.org/wiki/Burlsworth_Trophy
