season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Rocco Underwood,LS,Florida,position_award,Mannelly,Mannelly,winner,1,wikipedia,https://en.wikipedia.org/wiki/Patrick_Mannelly_Award
