season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Ashton Jeanty,RB,Boise State,position_award,Maxwell,Maxwell,winner,1,wikipedia,https://en.wikipedia.org/wiki/Maxwell_Award
