season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2024,Travis Hunter,DB,Colorado,position_award,Bednarik,Bednarik,winner,1,wikipedia,https://en.wikipedia.org/wiki/Chuck_Bednarik_Award
