season_year,player_name,position,team_name,honor_scope,honor_name,selector,honor_team,placement,source_name,source_url
2025,Caleb Downs,DB,Ohio State,position_award,Lott IMPACT,Lott IMPACT,winner,1,wikipedia,https://en.wikipedia.org/wiki/Lott_IMPACT_Trophy
